
time,des_x,x,des_z,z
0.018000000000000002,1.4999190021869764,1.2754885713900153,3.0089995140078734,2.983464059522011
0.03800000000000002,1.4996390434382425,1.3137294543459788,3.0189954276634685,2.9484730277796367
0.05800000000000004,1.4991592357338983,1.3496526788794356,3.0289837434012674,2.9095272177290528
0.07800000000000006,1.4984797709906283,1.3782492230069918,3.0389604660281506,2.872047219839117
0.09800000000000007,1.4976009209852705,1.3995542807624366,3.0489216049880885,2.8379360985237865
0.11800000000000009,1.4965230372461091,1.4148115422206613,3.0588631759583107,2.8078208496910713
0.1380000000000001,1.4952465509122679,1.4253135794727292,3.0687812024429815,2.7819192479524277
0.1580000000000001,1.4937719725612613,1.4321623545245,3.0786717173637452,2.7602737443377596
0.17800000000000013,1.4920998920047688,1.436255105096264,3.088530764646506,2.7427696893879103
0.19800000000000015,1.4902309780527185,1.4383039503216946,3.0983544008038026,2.7291205024641934
0.21800000000000017,1.4881659782457732,1.4388584089894603,3.108138696512152,2.7188863598922794
0.23800000000000018,1.4859057185563225,1.438331285167969,3.117879738183727,2.7115379683926903
0.2580000000000002,1.4834511030581057,1.4370271226405484,3.127573629531737,2.7065414235173018
0.2780000000000002,1.4808031135645945,1.4351691464196907,3.1372164931288933,2.703428636780349
0.2980000000000002,1.4779628092362802,1.432921423582633,3.146804471958327,2.7018329238954077
0.3180000000000002,1.4749313261570238,1.4304054938076851,3.1563337309563444,2.70149177770754
0.33800000000000024,1.471709876879638,1.4277122895996395,3.165800458546401,2.702230445064842
0.35800000000000026,1.4682997499408814,1.4249105058372624,3.1752008681636825,2.7039393458217416
0.3780000000000003,1.4647023093460618,1.4220523976829262,3.184531199769679,2.706552971926184
0.3980000000000003,1.460918994023452,1.4191777437121278,3.1937877213561503,2.7100331503982154
0.4180000000000003,1.4569513172487374,1.4163165224631133,3.2029667304378817,2.7143569114376906
0.43800000000000033,1.4528008660397265,1.4134907099455012,3.2120645555336247,2.719508177526166
0.45800000000000035,1.4484693005215639,1.4107154971376152,3.2210775576346435,2.725472301425942
0.47800000000000037,1.4439583532627036,1.4080001421320194,3.2300021316602705,2.732232614722725
0.4980000000000004,1.439269828581904,1.4053486070658956,3.2388347078998874,2.7397683551420804
0.5180000000000003,1.4344056018265248,1.4027600816876111,3.2475717534407647,2.7480535265835933
0.5380000000000004,1.4293676186224125,1.4002294599055165,3.2562097735811784,2.757056387351088
0.5580000000000004,1.4241578940956763,1.3977478098737321,3.2647453132282442,2.7667393620753
0.5780000000000004,1.418778512066665,1.3953028596085073,3.2731749582799092,2.7770592407874592
0.5980000000000004,1.413231624216466,1.392879506912935,3.2814953369905466,2.787967573813828
0.6180000000000004,1.4075194492262622,1.3904603531441015,3.289703121319609,2.799411200892074
