
time,q1_ref,q1,q2_ref,q2
0.018000000000000002,-1.0,-0.9989869018134752,0.0,-8.220154295043977e-05
0.03800000000000002,-1.0,-0.9964329998388748,0.0,0.00037937168839876864
0.05800000000000004,-1.0,-0.9929403731302752,0.0,0.0012105766058273285
0.07800000000000006,-1.0,-0.9889850920333494,0.0,0.0022455862417086812
0.09800000000000007,-1.0,-0.9849328515084728,0.0,0.0033563945577144826
0.11800000000000009,-1.0,-0.981049330456904,0.0,0.004449084663983991
0.1380000000000001,-1.0,-0.9775134592004395,0.0,0.005459222741496486
0.1580000000000001,-1.0,-0.9744319675567933,0.0,0.0063468953931013795
0.17800000000000013,-1.0,-0.971853983460236,0.0,0.0070917785447388495
0.19800000000000015,-1.0,-0.9697848058372522,0.0,0.007688512503977224
0.21800000000000017,-1.0,-0.9681982777567856,0.0,0.008142561137546233
0.23800000000000018,-1.0,-0.9670474343955167,0.0,0.008466654111764135
0.2580000000000002,-1.0,-0.9662732962596597,0.0,0.008677849127508505
0.2780000000000002,-1.0,-0.9658118251117517,0.0,0.008795204679091617
0.2980000000000002,-1.0,-0.9655991635974731,0.0,0.008838021250632521
0.3180000000000002,-1.0,-0.9655753460520791,0.0,0.008824587990533726
0.33800000000000024,-1.0,-0.9656867041317743,0.0,0.008771360657005503
0.35800000000000026,-1.0,-0.9658872033657094,0.0,0.008692492932229135
0.3780000000000003,-1.0,-0.9661389415733698,0.0,0.00859964512743302
0.3980000000000003,-1.0,-0.9664120227400305,0.0,0.008502000125703218
0.4180000000000003,-1.0,-0.9666839949568038,0.0,0.008406424669552045
0.43800000000000033,-1.0,-0.9669390121115409,0.0,0.008317723605237972
0.45800000000000035,-1.0,-0.9671668490237747,0.0,0.008238944523252694
0.47800000000000037,-1.0,-0.9673618707450267,0.0,0.00817169970969197
0.4980000000000004,-1.0,-0.967522030219383,0.0,0.008116480988759703
0.5180000000000003,-0.9985594959999999,-0.9669119215075827,-0.0019206720000000742,0.006044135826010497
0.5380000000000004,-0.9936666159999998,-0.9640763528499929,-0.008444512000000163,-0.0010489362936654013
0.5580000000000004,-0.9854473359999998,-0.958612899123402,-0.01940355200000025,-0.0128171016121555
0.5780000000000004,-0.9740456559999998,-0.9502455846786168,-0.03460579200000035,-0.02892560554196332
0.5980000000000004,-0.9596055759999996,-0.9388063890322838,-0.053859232000000444,-0.04907534070845347
0.6180000000000004,-0.9422710959999996,-0.9242220772430076,-0.07697187200000055,-0.07299828012923724
0.6380000000000005,-0.9221862159999995,-0.906499184751186,-0.10375171200000065,-0.10045244505821968
0.6580000000000005,-0.8994949359999994,-0.8857086542423952,-0.13400675200000076,-0.13121688816335383
0.6780000000000005,-0.8743412559999993,-0.8619711956699344,-0.16754499200000086,-0.16508701540201529
0.6980000000000005,-0.8468691759999993,-0.8354440647765098,-0.20417443200000096,-0.20187043802768342
0.7180000000000005,-0.8172226959999992,-0.8063096463851975,-0.2437030720000011,-0.24138344417236013
